#timestamp(s) translation_x(m) translation_y(m) translation_z(m)
1640241919.799999952 848.80 -1899.50 3430.57 
1640241919.900000095 848.80 -1899.50 3430.57 
1640241920.000000000 848.80 -1899.50 3430.57 
1640241920.099999905 848.80 -1899.50 3430.57 
1640241920.200000048 848.80 -1899.50 3430.57 
1640241920.299999952 848.80 -1899.50 3430.57 
1640241920.400000095 848.80 -1899.50 3430.57 
1640241920.500000000 848.80 -1899.50 3430.57 
1640241920.599999905 848.80 -1899.50 3430.57 
1640241920.700000048 848.80 -1899.50 3430.57 
1640241920.799999952 848.80 -1899.50 3430.57 
1640241920.900000095 848.80 -1899.50 3430.57 
1640241921.000000000 848.80 -1899.50 3430.57 
1640241921.099999905 848.80 -1899.50 3430.57 
1640241921.200000048 848.80 -1899.50 3430.57 
1640241921.299999952 848.80 -1899.50 3430.57 
1640241921.400000095 848.80 -1899.50 3430.57 
1640241921.500000000 848.80 -1899.50 3430.57 
1640241921.599999905 848.80 -1899.50 3430.57 
1640241921.700000048 848.80 -1899.50 3430.57 
1640241921.799999952 848.80 -1899.50 3430.57 
1640241921.900000095 848.80 -1899.50 3430.57 
1640241922.000000000 848.80 -1899.50 3430.57 
1640241922.099999905 848.80 -1899.50 3430.57 
1640241922.200000048 848.80 -1899.50 3430.57 
1640241922.299999952 848.80 -1899.50 3430.57 
1640241922.400000095 848.80 -1899.50 3430.57 
1640241922.500000000 848.80 -1899.50 3430.57 
1640241922.599999905 848.80 -1899.50 3430.57 
1640241922.700000048 848.80 -1899.50 3430.57 
1640241922.799999952 848.80 -1899.50 3430.57 
1640241922.900000095 848.80 -1899.50 3430.57 
1640241923.000000000 848.80 -1899.50 3430.57 
1640241923.099999905 848.80 -1899.50 3430.57 
1640241923.200000048 848.80 -1899.50 3430.57 
1640241923.299999952 848.80 -1899.50 3430.57 
1640241923.400000095 848.80 -1899.50 3430.57 
1640241923.500000000 848.80 -1899.50 3430.57 
1640241923.599999905 848.80 -1899.50 3430.57 
1640241923.700000048 848.80 -1899.50 3430.57 
1640241923.799999952 848.80 -1899.50 3430.57 
1640241923.900000095 848.80 -1899.50 3430.57 
1640241924.000000000 848.80 -1899.50 3430.57 
1640241924.099999905 848.80 -1899.50 3430.57 
1640241924.200000048 848.80 -1899.50 3430.57 
1640241924.299999952 848.80 -1899.50 3430.57 
1640241924.400000095 848.80 -1899.50 3430.57 
1640241924.500000000 848.80 -1899.50 3430.57 
1640241924.599999905 848.80 -1899.50 3430.57 
1640241924.700000048 848.80 -1899.50 3430.57 
1640241924.799999952 848.80 -1899.50 3430.57 
1640241924.900000095 848.80 -1899.50 3430.57 
1640241925.000000000 848.80 -1899.50 3430.57 
1640241925.099999905 848.80 -1899.50 3430.57 
1640241925.200000048 848.80 -1899.50 3430.57 
1640241925.299999952 848.80 -1899.50 3430.57 
1640241925.400000095 848.80 -1899.50 3430.57 
1640241925.500000000 848.80 -1899.50 3430.57 
1640241925.599999905 848.80 -1899.50 3430.57 
1640241925.700000048 848.80 -1899.50 3430.57 
1640241925.799999952 848.80 -1899.50 3430.57 
1640241925.900000095 848.80 -1899.50 3430.57 
1640241926.000000000 848.80 -1899.50 3430.57 
1640241926.099999905 848.80 -1899.50 3430.57 
1640241926.200000048 848.80 -1899.50 3430.57 
1640241926.299999952 848.80 -1899.50 3430.57 
1640241926.400000095 848.80 -1899.50 3430.57 
1640241926.500000000 848.80 -1899.50 3430.57 
1640241926.599999905 848.80 -1899.50 3430.57 
1640241926.700000048 848.80 -1899.50 3430.57 
1640241926.799999952 848.80 -1899.50 3430.57 
1640241926.900000095 848.80 -1899.50 3430.57 
1640241927.000000000 848.80 -1899.50 3430.57 
1640241927.099999905 848.80 -1899.50 3430.57 
1640241927.200000048 848.80 -1899.50 3430.57 
1640241927.299999952 848.80 -1899.50 3430.57 
1640241927.400000095 848.80 -1899.50 3430.57 
1640241927.500000000 848.80 -1899.50 3430.57 
1640241927.599999905 848.80 -1899.50 3430.57 
1640241927.700000048 848.80 -1899.50 3430.57 
1640241927.799999952 848.80 -1899.50 3430.57 
1640241927.900000095 848.80 -1899.50 3430.57 
1640241928.000000000 848.80 -1899.50 3430.57 
1640241928.099999905 848.80 -1899.50 3430.57 
1640241928.200000048 848.80 -1899.50 3430.57 
1640241928.299999952 848.80 -1899.50 3430.57 
1640241928.400000095 848.80 -1899.50 3430.57 
1640241928.500000000 848.80 -1899.50 3430.57 
1640241928.599999905 848.80 -1899.50 3430.57 
1640241928.700000048 848.80 -1899.50 3430.57 
1640241928.799999952 848.80 -1899.50 3430.57 
1640241928.900000095 848.80 -1899.50 3430.57 
1640241929.000000000 848.80 -1899.50 3430.57 
1640241929.099999905 848.80 -1899.50 3430.57 
1640241929.200000048 848.80 -1899.50 3430.57 
1640241929.299999952 848.80 -1899.50 3430.57 
1640241929.400000095 848.80 -1899.50 3430.57 
1640241929.500000000 848.80 -1899.50 3430.57 
1640241929.599999905 848.80 -1899.50 3430.57 
